latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
21.968365,78.981476,696.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm)
2025-07-04T10:00,23.0,93,24.8,1.90,1.90,0.00
2025-07-04T11:00,23.1,94,24.9,1.40,1.40,0.00
2025-07-04T12:00,23.1,94,24.8,1.60,1.60,0.00
2025-07-04T13:00,23.3,93,25.5,2.10,2.10,0.00
2025-07-04T14:00,23.5,93,25.8,1.80,1.80,0.00
2025-07-04T15:00,24.0,93,26.6,1.00,1.00,0.00
2025-07-04T16:00,24.0,93,26.7,1.00,1.00,0.00
2025-07-04T17:00,23.9,93,27.0,0.60,0.60,0.00
2025-07-04T18:00,24.1,92,27.0,0.10,0.10,0.00
2025-07-04T19:00,23.6,92,26.2,0.10,0.10,0.00
2025-07-04T20:00,23.4,93,25.9,0.10,0.10,0.00
2025-07-04T21:00,23.2,94,25.8,0.10,0.10,0.00
2025-07-04T22:00,23.2,94,25.9,0.10,0.10,0.00
2025-07-04T23:00,23.1,94,25.4,0.00,0.00,0.00
2025-07-05T00:00,23.0,92,25.0,0.00,0.00,0.00
2025-07-05T01:00,23.0,89,24.4,0.00,0.00,0.00
2025-07-05T02:00,23.0,87,24.3,0.00,0.00,0.00
2025-07-05T03:00,22.8,89,24.4,0.00,0.00,0.00
2025-07-05T04:00,22.8,90,24.2,0.00,0.00,0.00
2025-07-05T05:00,22.8,91,24.6,0.00,0.00,0.00
2025-07-05T06:00,23.0,92,25.1,0.10,0.10,0.00
2025-07-05T07:00,23.3,91,25.2,0.10,0.10,0.00
2025-07-05T08:00,24.2,86,25.5,0.00,0.00,0.00
2025-07-05T09:00,25.3,78,26.2,0.00,0.00,0.00
2025-07-05T10:00,25.7,77,26.4,0.80,0.80,0.00
2025-07-05T11:00,25.8,77,26.8,0.10,0.10,0.00
2025-07-05T12:00,25.1,80,26.7,0.20,0.20,0.00
2025-07-05T13:00,25.2,82,27.2,0.40,0.40,0.00
2025-07-05T14:00,25.3,83,27.3,0.50,0.50,0.00
2025-07-05T15:00,26.0,78,27.9,0.30,0.30,0.00
2025-07-05T16:00,26.0,78,27.7,0.10,0.10,0.00
2025-07-05T17:00,25.8,78,27.9,0.10,0.10,0.00
2025-07-05T18:00,24.3,88,27.4,0.00,0.00,0.00
2025-07-05T19:00,23.7,89,26.9,0.00,0.00,0.00
2025-07-05T20:00,23.4,90,26.4,0.10,0.10,0.00
2025-07-05T21:00,23.2,93,26.2,0.20,0.20,0.00
2025-07-05T22:00,23.1,95,26.0,0.10,0.10,0.00
2025-07-05T23:00,23.0,95,25.6,0.00,0.00,0.00
2025-07-06T00:00,22.8,96,25.4,0.10,0.10,0.00
2025-07-06T01:00,22.7,95,24.8,0.20,0.20,0.00
2025-07-06T02:00,22.6,95,24.4,0.10,0.10,0.00
2025-07-06T03:00,22.6,95,24.7,0.10,0.10,0.00
2025-07-06T04:00,22.5,95,24.5,0.10,0.10,0.00
2025-07-06T05:00,22.4,96,24.5,0.10,0.10,0.00
2025-07-06T06:00,22.8,94,24.8,0.70,0.70,0.00
2025-07-06T07:00,23.0,94,25.3,0.30,0.30,0.00
2025-07-06T08:00,23.9,90,25.9,0.20,0.20,0.00
2025-07-06T09:00,24.9,84,26.7,0.10,0.10,0.00
2025-07-06T10:00,25.5,81,27.0,0.10,0.10,0.00
2025-07-06T11:00,25.1,83,26.3,0.40,0.40,0.00
2025-07-06T12:00,25.3,84,26.6,0.80,0.80,0.00
2025-07-06T13:00,24.7,87,26.6,0.90,0.90,0.00
2025-07-06T14:00,25.1,86,26.9,0.40,0.40,0.00
2025-07-06T15:00,25.6,81,27.3,0.20,0.20,0.00
2025-07-06T16:00,24.6,89,27.1,0.60,0.60,0.00
2025-07-06T17:00,24.2,92,27.5,1.80,1.80,0.00
2025-07-06T18:00,23.8,94,27.0,2.30,2.30,0.00
2025-07-06T19:00,23.6,93,26.5,1.90,1.90,0.00
2025-07-06T20:00,23.3,94,26.3,2.00,2.00,0.00
2025-07-06T21:00,23.2,94,25.7,1.40,1.40,0.00
2025-07-06T22:00,23.0,95,25.5,1.50,1.50,0.00
2025-07-06T23:00,23.0,95,25.2,1.60,1.60,0.00
2025-07-07T00:00,22.8,96,25.0,1.10,1.10,0.00
2025-07-07T01:00,22.6,95,24.8,1.80,1.80,0.00
2025-07-07T02:00,22.6,96,24.4,1.10,1.10,0.00
2025-07-07T03:00,22.7,95,24.6,0.90,0.90,0.00
2025-07-07T04:00,22.7,95,24.5,1.10,1.10,0.00
2025-07-07T05:00,22.7,94,24.0,1.20,1.20,0.00
2025-07-07T06:00,22.7,95,24.0,2.70,2.70,0.00
2025-07-07T07:00,22.7,94,23.4,2.80,2.80,0.00
2025-07-07T08:00,23.0,94,23.6,3.10,3.10,0.00
2025-07-07T09:00,23.2,93,23.9,2.30,2.30,0.00
2025-07-07T10:00,23.7,93,24.9,4.30,4.30,0.00
2025-07-07T11:00,23.3,92,24.3,4.90,4.90,0.00
2025-07-07T12:00,23.6,93,25.3,2.60,2.60,0.00
2025-07-07T13:00,24.4,89,26.0,1.60,1.60,0.00
2025-07-07T14:00,25.6,83,27.0,0.20,0.20,0.00
2025-07-07T15:00,25.1,85,26.1,1.00,1.00,0.00
2025-07-07T16:00,24.9,82,25.8,0.10,0.10,0.00
2025-07-07T17:00,23.8,89,25.8,3.60,3.60,0.00
2025-07-07T18:00,23.0,91,23.8,0.90,0.90,0.00
2025-07-07T19:00,22.5,92,22.9,0.80,0.80,0.00
2025-07-07T20:00,22.3,93,22.6,1.90,1.90,0.00
2025-07-07T21:00,22.5,93,23.0,2.60,2.60,0.00
2025-07-07T22:00,22.4,94,23.2,0.00,0.00,0.00
2025-07-07T23:00,22.3,95,23.6,0.50,0.50,0.00
2025-07-08T00:00,22.4,94,23.9,1.50,1.50,0.00
2025-07-08T01:00,22.4,94,23.6,0.90,0.90,0.00
2025-07-08T02:00,22.2,94,23.2,0.30,0.30,0.00
2025-07-08T03:00,22.1,94,23.2,0.70,0.70,0.00
2025-07-08T04:00,22.1,92,23.1,0.10,0.10,0.00
2025-07-08T05:00,21.8,94,22.7,0.20,0.20,0.00
2025-07-08T06:00,22.2,95,24.1,11.90,11.90,0.00
2025-07-08T07:00,22.4,96,26.3,4.80,4.80,0.00
2025-07-08T08:00,23.0,93,25.7,4.70,4.70,0.00
2025-07-08T09:00,23.9,89,26.4,0.60,0.60,0.00
2025-07-08T10:00,24.3,87,25.5,0.10,0.10,0.00
2025-07-08T11:00,25.8,78,26.7,0.00,0.00,0.00
2025-07-08T12:00,27.2,72,28.5,0.00,0.00,0.00
2025-07-08T13:00,27.2,72,28.8,0.00,0.00,0.00
2025-07-08T14:00,27.0,71,28.4,0.10,0.10,0.00
2025-07-08T15:00,27.0,71,28.2,0.10,0.10,0.00
2025-07-08T16:00,26.0,77,27.4,0.30,0.30,0.00
2025-07-08T17:00,25.4,80,26.9,0.20,0.20,0.00
2025-07-08T18:00,23.9,85,24.9,0.10,0.10,0.00
2025-07-08T19:00,23.4,86,24.0,0.00,0.00,0.00
2025-07-08T20:00,23.1,88,24.1,0.10,0.10,0.00
2025-07-08T21:00,22.5,93,24.9,2.10,2.10,0.00
2025-07-08T22:00,22.5,94,24.1,0.70,0.70,0.00
2025-07-08T23:00,22.3,94,24.4,0.00,0.00,0.00
2025-07-09T00:00,22.4,92,24.1,0.00,0.00,0.00
2025-07-09T01:00,22.1,93,23.5,0.30,0.30,0.00
2025-07-09T02:00,21.8,95,23.7,5.30,5.30,0.00
2025-07-09T03:00,21.9,94,23.0,5.00,5.00,0.00
2025-07-09T04:00,21.9,95,23.0,0.20,0.20,0.00
2025-07-09T05:00,22.1,94,23.5,0.10,0.10,0.00
2025-07-09T06:00,22.4,94,24.7,0.50,0.50,0.00
2025-07-09T07:00,23.5,89,25.2,0.00,0.00,0.00
2025-07-09T08:00,24.9,80,25.4,0.00,0.00,0.00
2025-07-09T09:00,26.4,73,26.9,0.00,0.00,0.00
2025-07-09T10:00,26.9,70,27.8,0.00,0.00,0.00
2025-07-09T11:00,27.8,68,29.1,0.00,0.00,0.00
2025-07-09T12:00,27.6,70,29.5,0.10,0.10,0.00
2025-07-09T13:00,28.0,69,30.1,0.20,0.20,0.00
2025-07-09T14:00,27.0,75,29.9,1.20,1.20,0.00
2025-07-09T15:00,27.1,73,29.5,0.00,0.00,0.00
2025-07-09T16:00,27.1,75,30.1,0.00,0.00,0.00
2025-07-09T17:00,25.9,80,28.5,0.30,0.30,0.00
2025-07-09T18:00,24.3,86,27.1,0.00,0.00,0.00
2025-07-09T19:00,24.2,86,26.9,0.00,0.00,0.00
2025-07-09T20:00,23.7,88,26.4,0.00,0.00,0.00
2025-07-09T21:00,23.3,90,26.1,0.00,0.00,0.00
2025-07-09T22:00,23.0,92,26.1,0.10,0.10,0.00
2025-07-09T23:00,22.8,94,25.7,0.10,0.10,0.00
2025-07-10T00:00,23.0,94,25.5,0.00,0.00,0.00
2025-07-10T01:00,22.7,95,24.6,0.00,0.00,0.00
2025-07-10T02:00,22.6,95,24.5,0.00,0.00,0.00
2025-07-10T03:00,22.8,95,25.4,0.00,0.00,0.00
2025-07-10T04:00,22.8,94,25.0,0.00,0.00,0.00
2025-07-10T05:00,22.8,94,25.0,0.00,0.00,0.00
2025-07-10T06:00,23.1,92,25.4,0.00,0.00,0.00
2025-07-10T07:00,24.0,88,26.3,0.00,0.00,0.00
2025-07-10T08:00,25.4,81,27.0,0.00,0.00,0.00
2025-07-10T09:00,27.3,72,28.4,0.00,0.00,0.00
2025-07-10T10:00,28.0,69,29.9,0.00,0.00,0.00
2025-07-10T11:00,28.9,65,31.2,0.00,0.00,0.00
2025-07-10T12:00,26.2,77,29.3,0.80,0.80,0.00
2025-07-10T13:00,29.1,67,32.1,0.20,0.20,0.00
2025-07-10T14:00,29.2,62,30.8,0.00,0.00,0.00
2025-07-10T15:00,28.8,65,31.0,0.00,0.00,0.00
2025-07-10T16:00,28.9,64,30.9,0.00,0.00,0.00
2025-07-10T17:00,27.3,73,30.3,0.60,0.60,0.00
2025-07-10T18:00,26.7,72,29.5,0.00,0.00,0.00
2025-07-10T19:00,25.6,76,28.3,0.00,0.00,0.00
2025-07-10T20:00,24.9,79,27.6,0.00,0.00,0.00
2025-07-10T21:00,24.4,82,27.2,0.00,0.00,0.00
2025-07-10T22:00,24.1,83,26.9,0.00,0.00,0.00
2025-07-10T23:00,23.8,85,26.5,0.00,0.00,0.00
2025-07-11T00:00,23.5,85,25.9,0.00,0.00,0.00
2025-07-11T01:00,23.3,82,25.1,0.00,0.00,0.00
2025-07-11T02:00,23.1,78,24.2,0.00,0.00,0.00
2025-07-11T03:00,23.1,74,23.4,0.00,0.00,0.00
2025-07-11T04:00,22.9,76,23.3,0.00,0.00,0.00
2025-07-11T05:00,22.8,80,23.4,0.00,0.00,0.00
2025-07-11T06:00,23.6,83,24.8,0.00,0.00,0.00
2025-07-11T07:00,24.5,81,26.4,0.00,0.00,0.00
2025-07-11T08:00,26.2,74,27.0,0.00,0.00,0.00
2025-07-11T09:00,27.3,69,28.1,0.10,0.10,0.00
2025-07-11T10:00,27.7,65,28.7,0.10,0.10,0.00
2025-07-11T11:00,28.4,68,30.7,0.10,0.10,0.00
2025-07-11T12:00,28.0,67,29.9,0.10,0.10,0.00
2025-07-11T13:00,28.0,71,30.5,0.50,0.50,0.00
2025-07-11T14:00,28.4,68,31.1,0.00,0.00,0.00
2025-07-11T15:00,27.7,73,30.9,0.80,0.80,0.00
2025-07-11T16:00,27.5,73,30.7,0.80,0.80,0.00
2025-07-11T17:00,26.5,78,29.9,0.00,0.00,0.00
2025-07-11T18:00,26.4,74,29.4,0.00,0.00,0.00
2025-07-11T19:00,25.1,77,28.0,0.00,0.00,0.00
2025-07-11T20:00,24.7,79,27.6,0.00,0.00,0.00
2025-07-11T21:00,24.6,81,27.7,0.00,0.00,0.00
2025-07-11T22:00,24.4,83,27.7,0.00,0.00,0.00
2025-07-11T23:00,24.4,84,27.5,0.00,0.00,0.00
2025-07-12T00:00,24.2,86,27.1,0.00,0.00,0.00
2025-07-12T01:00,23.8,89,26.6,0.00,0.00,0.00
2025-07-12T02:00,23.6,91,26.3,0.00,0.00,0.00
2025-07-12T03:00,23.3,92,25.8,0.00,0.00,0.00
2025-07-12T04:00,23.1,91,25.4,0.00,0.00,0.00
2025-07-12T05:00,22.6,92,24.7,0.40,0.40,0.00
2025-07-12T06:00,23.6,91,25.6,0.00,0.00,0.00
2025-07-12T07:00,24.0,89,26.4,0.10,0.10,0.00
2025-07-12T08:00,23.6,92,25.8,0.20,0.20,0.00
2025-07-12T09:00,23.2,94,25.4,2.30,2.30,0.00
2025-07-12T10:00,23.9,94,26.8,1.00,1.00,0.00
2025-07-12T11:00,25.8,81,28.2,0.00,0.00,0.00
2025-07-12T12:00,27.8,69,29.5,0.00,0.00,0.00
2025-07-12T13:00,29.1,65,32.0,0.10,0.10,0.00
2025-07-12T14:00,30.2,63,34.0,0.00,0.00,0.00
2025-07-12T15:00,27.4,74,30.1,0.60,0.60,0.00
2025-07-12T16:00,28.1,69,30.2,0.20,0.20,0.00
2025-07-12T17:00,27.2,74,29.4,0.20,0.20,0.00
2025-07-12T18:00,26.3,77,29.1,0.00,0.00,0.00
2025-07-12T19:00,25.0,82,28.1,0.00,0.00,0.00
2025-07-12T20:00,24.5,87,27.7,0.00,0.00,0.00
2025-07-12T21:00,24.2,88,27.3,0.00,0.00,0.00
2025-07-12T22:00,24.0,88,26.9,0.00,0.00,0.00
2025-07-12T23:00,23.8,88,26.4,0.00,0.00,0.00
2025-07-13T00:00,23.4,90,25.7,0.00,0.00,0.00
2025-07-13T01:00,23.1,92,25.6,0.00,0.00,0.00
2025-07-13T02:00,23.0,92,25.4,0.00,0.00,0.00
2025-07-13T03:00,22.8,94,25.3,0.00,0.00,0.00
2025-07-13T04:00,23.1,93,25.7,0.00,0.00,0.00
2025-07-13T05:00,23.1,92,25.5,0.00,0.00,0.00
2025-07-13T06:00,23.7,90,26.3,0.00,0.00,0.00
2025-07-13T07:00,24.5,85,26.3,0.00,0.00,0.00
2025-07-13T08:00,25.5,80,26.9,0.00,0.00,0.00
2025-07-13T09:00,26.1,78,28.0,0.10,0.10,0.00
2025-07-13T10:00,27.0,76,29.3,0.10,0.10,0.00
2025-07-13T11:00,28.0,72,31.1,0.00,0.00,0.00
2025-07-13T12:00,27.4,71,29.2,0.20,0.20,0.00
2025-07-13T13:00,28.0,69,30.4,0.50,0.50,0.00
2025-07-13T14:00,28.5,68,30.8,0.70,0.70,0.00
2025-07-13T15:00,28.3,68,30.7,0.00,0.00,0.00
2025-07-13T16:00,28.2,67,30.5,0.10,0.10,0.00
2025-07-13T17:00,27.1,72,29.8,0.00,0.00,0.00
2025-07-13T18:00,27.1,73,30.7,0.00,0.00,0.00
2025-07-13T19:00,25.8,82,29.5,0.00,0.00,0.00
2025-07-13T20:00,25.0,87,29.2,0.00,0.00,0.00
2025-07-13T21:00,24.7,87,28.6,0.00,0.00,0.00
2025-07-13T22:00,24.5,87,28.2,0.90,0.90,0.00
2025-07-13T23:00,24.1,89,27.7,0.00,0.00,0.00
2025-07-14T00:00,23.8,90,27.3,0.00,0.00,0.00
2025-07-14T01:00,23.4,92,26.8,0.00,0.00,0.00
2025-07-14T02:00,23.2,93,26.5,0.00,0.00,0.00
2025-07-14T03:00,22.9,95,26.2,0.00,0.00,0.00
2025-07-14T04:00,22.7,96,25.8,0.00,0.00,0.00
2025-07-14T05:00,22.9,95,25.9,0.00,0.00,0.00
2025-07-14T06:00,23.6,91,26.2,0.00,0.00,0.00
2025-07-14T07:00,24.4,87,26.7,0.00,0.00,0.00
2025-07-14T08:00,25.4,81,27.7,0.00,0.00,0.00
2025-07-14T09:00,26.9,74,29.7,0.20,0.20,0.00
2025-07-14T10:00,27.7,71,30.8,0.10,0.10,0.00
2025-07-14T11:00,28.9,67,33.6,0.10,0.10,0.00
2025-07-14T12:00,29.8,65,35.1,0.00,0.00,0.00
2025-07-14T13:00,30.1,63,34.9,0.00,0.00,0.00
2025-07-14T14:00,29.1,64,31.6,0.10,0.10,0.00
2025-07-14T15:00,28.3,71,31.3,0.50,0.50,0.00
2025-07-14T16:00,26.1,80,28.8,2.30,2.30,0.00
2025-07-14T17:00,26.0,79,29.6,0.00,0.00,0.00
2025-07-14T18:00,25.8,80,30.2,0.00,0.00,0.00
2025-07-14T19:00,24.8,86,28.9,0.00,0.00,0.00
2025-07-14T20:00,24.5,88,28.5,0.00,0.00,0.00
2025-07-14T21:00,24.3,88,28.1,0.00,0.00,0.00
2025-07-14T22:00,24.0,90,27.8,0.00,0.00,0.00
2025-07-14T23:00,23.8,92,27.8,0.00,0.00,0.00
2025-07-15T00:00,23.7,92,27.8,0.00,0.00,0.00
2025-07-15T01:00,23.5,93,27.5,0.00,0.00,0.00
2025-07-15T02:00,23.4,93,27.3,0.00,0.00,0.00
2025-07-15T03:00,23.2,93,26.8,0.00,0.00,0.00
2025-07-15T04:00,23.1,93,26.4,0.00,0.00,0.00
2025-07-15T05:00,22.8,94,26.1,0.00,0.00,0.00
2025-07-15T06:00,23.9,92,27.3,0.00,0.00,0.00
2025-07-15T07:00,24.9,87,28.3,0.00,0.00,0.00
2025-07-15T08:00,26.0,81,29.5,0.00,0.00,0.00
2025-07-15T09:00,27.2,76,31.0,0.10,0.10,0.00
2025-07-15T10:00,28.2,73,33.1,0.10,0.10,0.00
2025-07-15T11:00,28.8,71,33.1,0.10,0.10,0.00
2025-07-15T12:00,27.4,76,30.7,1.00,1.00,0.00
2025-07-15T13:00,27.5,77,32.1,1.80,1.80,0.00
2025-07-15T14:00,28.7,71,33.2,0.20,0.20,0.00
2025-07-15T15:00,28.0,74,32.1,0.90,0.90,0.00
2025-07-15T16:00,26.7,79,30.3,2.10,2.10,0.00
2025-07-15T17:00,25.3,86,29.6,1.60,1.60,0.00
2025-07-15T18:00,24.3,90,28.5,4.00,4.00,0.00
2025-07-15T19:00,24.2,92,28.1,0.00,0.00,0.00
2025-07-15T20:00,23.9,92,28.2,0.00,0.00,0.00
2025-07-15T21:00,23.7,93,28.3,0.00,0.00,0.00
2025-07-15T22:00,23.6,93,27.6,0.00,0.00,0.00
2025-07-15T23:00,23.6,93,27.9,0.00,0.00,0.00
2025-07-16T00:00,23.5,93,27.4,0.00,0.00,0.00
2025-07-16T01:00,23.6,93,27.2,0.00,0.00,0.00
2025-07-16T02:00,23.4,95,27.0,0.00,0.00,0.00
2025-07-16T03:00,23.3,96,26.9,0.00,0.00,0.00
2025-07-16T04:00,23.0,96,26.3,0.00,0.00,0.00
2025-07-16T05:00,22.6,96,25.6,0.00,0.00,0.00
2025-07-16T06:00,23.7,92,26.8,0.00,0.00,0.00
2025-07-16T07:00,24.7,88,27.8,0.00,0.00,0.00
2025-07-16T08:00,26.0,82,29.0,0.00,0.00,0.00
2025-07-16T09:00,27.2,75,29.8,0.00,0.00,0.00
2025-07-16T10:00,27.5,73,30.3,0.00,0.00,0.00
2025-07-16T11:00,28.3,70,31.3,0.10,0.10,0.00
2025-07-16T12:00,28.9,70,33.3,0.00,0.00,0.00
2025-07-16T13:00,29.4,67,33.5,0.10,0.10,0.00
2025-07-16T14:00,29.5,65,32.9,0.10,0.10,0.00
2025-07-16T15:00,26.9,81,31.1,3.00,3.00,0.00
2025-07-16T16:00,27.2,78,31.7,0.10,0.10,0.00
2025-07-16T17:00,26.7,80,31.3,1.50,1.50,0.00
2025-07-16T18:00,25.1,89,30.1,0.40,0.40,0.00
2025-07-16T19:00,24.7,94,30.0,0.00,0.00,0.00
2025-07-16T20:00,24.0,97,29.3,0.00,0.00,0.00
2025-07-16T21:00,24.0,98,29.0,0.00,0.00,0.00
2025-07-16T22:00,23.8,99,28.5,0.10,0.10,0.00
2025-07-16T23:00,23.9,98,28.5,0.00,0.00,0.00
2025-07-17T00:00,23.9,95,28.2,0.00,0.00,0.00
2025-07-17T01:00,23.8,95,28.0,0.00,0.00,0.00
2025-07-17T02:00,23.6,95,27.6,0.00,0.00,0.00
2025-07-17T03:00,23.5,95,27.6,0.00,0.00,0.00
2025-07-17T04:00,23.5,95,27.7,0.00,0.00,0.00
2025-07-17T05:00,23.3,96,27.3,0.00,0.00,0.00
2025-07-17T06:00,24.1,94,28.0,0.00,0.00,0.00
2025-07-17T07:00,25.0,88,28.7,0.00,0.00,0.00
2025-07-17T08:00,24.9,88,28.7,0.00,0.00,0.00
2025-07-17T09:00,26.3,83,30.1,0.00,0.00,0.00
2025-07-17T10:00,26.8,78,30.1,0.00,0.00,0.00
2025-07-17T11:00,28.0,73,32.3,0.20,0.20,0.00
2025-07-17T12:00,29.0,69,33.8,0.00,0.00,0.00
2025-07-17T13:00,26.6,79,30.2,2.10,2.10,0.00
2025-07-17T14:00,27.5,76,31.4,0.30,0.30,0.00
2025-07-17T15:00,27.3,76,30.6,0.10,0.10,0.00
2025-07-17T16:00,26.8,76,30.1,0.20,0.20,0.00
2025-07-17T17:00,26.2,81,29.9,0.00,0.00,0.00
2025-07-17T18:00,25.6,84,30.0,0.10,0.10,0.00
2025-07-17T19:00,24.7,89,29.6,0.00,0.00,0.00
2025-07-17T20:00,24.4,91,29.1,0.00,0.00,0.00
2025-07-17T21:00,24.1,93,28.8,0.00,0.00,0.00
2025-07-17T22:00,23.6,95,28.2,0.00,0.00,0.00
2025-07-17T23:00,23.3,97,27.8,0.00,0.00,0.00
2025-07-18T00:00,23.0,98,27.3,0.00,0.00,0.00
2025-07-18T01:00,22.9,98,27.0,0.00,0.00,0.00
2025-07-18T02:00,23.0,97,26.7,0.00,0.00,0.00
2025-07-18T03:00,22.9,97,26.5,0.00,0.00,0.00
2025-07-18T04:00,22.8,97,26.5,0.00,0.00,0.00
2025-07-18T05:00,22.9,96,26.5,0.00,0.00,0.00
2025-07-18T06:00,23.6,98,28.0,0.00,0.00,0.00
2025-07-18T07:00,24.5,93,28.4,0.10,0.10,0.00
2025-07-18T08:00,25.8,84,29.2,0.10,0.10,0.00
2025-07-18T09:00,27.0,76,30.1,0.00,0.00,0.00
2025-07-18T10:00,28.4,67,31.9,0.00,0.00,0.00
2025-07-18T11:00,29.3,61,33.1,0.00,0.00,0.00
2025-07-18T12:00,30.0,57,33.5,0.00,0.00,0.00
2025-07-18T13:00,30.4,56,34.0,0.10,0.10,0.00
2025-07-18T14:00,30.2,57,33.2,0.10,0.10,0.00
2025-07-18T15:00,30.0,55,32.0,0.00,0.00,0.00
2025-07-18T16:00,29.8,56,31.6,0.00,0.00,0.00
2025-07-18T17:00,28.5,63,30.9,0.00,0.00,0.00
2025-07-18T18:00,27.1,74,31.2,0.00,0.00,0.00
2025-07-18T19:00,25.7,81,30.1,0.00,0.00,0.00
2025-07-18T20:00,25.3,81,29.0,0.00,0.00,0.00
2025-07-18T21:00,24.9,78,28.2,0.00,0.00,0.00
2025-07-18T22:00,24.0,81,27.1,0.00,0.00,0.00
2025-07-18T23:00,23.2,83,26.1,0.00,0.00,0.00
2025-07-19T00:00,22.7,85,25.4,0.00,0.00,0.00
2025-07-19T01:00,22.3,86,25.1,0.00,0.00,0.00
2025-07-19T02:00,22.0,86,24.7,0.00,0.00,0.00
2025-07-19T03:00,21.7,85,24.3,0.00,0.00,0.00
2025-07-19T04:00,21.5,86,24.1,0.00,0.00,0.00
2025-07-19T05:00,21.5,87,24.0,0.00,0.00,0.00
2025-07-19T06:00,22.9,85,26.0,0.00,0.00,0.00
2025-07-19T07:00,24.6,81,28.4,0.00,0.00,0.00
2025-07-19T08:00,26.2,76,30.1,0.00,0.00,0.00
2025-07-19T09:00,27.7,68,31.6,0.00,0.00,0.00
2025-07-19T10:00,28.7,64,33.3,0.00,0.00,0.00
2025-07-19T11:00,29.3,60,34.1,0.10,0.10,0.00
2025-07-19T12:00,29.8,58,34.3,0.10,0.10,0.00
2025-07-19T13:00,30.3,57,34.8,0.20,0.20,0.00
2025-07-19T14:00,30.0,58,33.3,0.30,0.30,0.00
2025-07-19T15:00,29.5,61,32.3,0.20,0.20,0.00
2025-07-19T16:00,29.0,64,31.9,0.10,0.10,0.00
2025-07-19T17:00,29.0,64,32.2,0.00,0.00,0.00
2025-07-19T18:00,27.5,76,32.2,0.00,0.00,0.00
2025-07-19T19:00,26.2,81,30.6,0.00,0.00,0.00
2025-07-19T20:00,25.3,85,29.9,0.00,0.00,0.00
2025-07-19T21:00,24.8,86,29.2,0.00,0.00,0.00
2025-07-19T22:00,24.6,84,28.6,0.00,0.00,0.00
2025-07-19T23:00,24.1,85,27.8,0.00,0.00,0.00
2025-07-20T00:00,23.8,87,27.5,0.00,0.00,0.00
2025-07-20T01:00,23.8,88,27.3,0.00,0.00,0.00
2025-07-20T02:00,24.0,86,27.5,0.00,0.00,0.00
2025-07-20T03:00,23.9,85,27.2,0.00,0.00,0.00
2025-07-20T04:00,24.1,80,26.6,0.00,0.00,0.00
2025-07-20T05:00,24.1,77,26.2,0.00,0.00,0.00
2025-07-20T06:00,24.6,78,26.9,0.00,0.00,0.00
2025-07-20T07:00,25.6,77,28.2,0.00,0.00,0.00
2025-07-20T08:00,26.5,73,29.0,0.00,0.00,0.00
2025-07-20T09:00,27.2,68,29.7,0.00,0.00,0.00
2025-07-20T10:00,27.8,66,30.7,0.00,0.00,0.00
2025-07-20T11:00,28.6,62,32.0,0.00,0.00,0.00
2025-07-20T12:00,29.6,57,33.4,0.00,0.00,0.00
2025-07-20T13:00,30.2,55,35.2,0.00,0.00,0.00
2025-07-20T14:00,30.4,54,34.5,0.00,0.00,0.00
2025-07-20T15:00,30.2,55,33.5,0.00,0.00,0.00
2025-07-20T16:00,29.9,57,32.9,0.00,0.00,0.00
2025-07-20T17:00,29.4,59,32.6,0.00,0.00,0.00
2025-07-20T18:00,27.1,74,31.1,0.00,0.00,0.00
2025-07-20T19:00,25.7,83,30.5,0.00,0.00,0.00
2025-07-20T20:00,25.3,84,30.0,0.00,0.00,0.00
2025-07-20T21:00,24.6,87,29.0,0.00,0.00,0.00
2025-07-20T22:00,24.5,89,29.0,0.00,0.00,0.00
2025-07-20T23:00,24.4,89,28.9,0.00,0.00,0.00
2025-07-21T00:00,24.3,89,29.0,0.10,0.10,0.00
2025-07-21T01:00,23.8,95,28.9,0.40,0.40,0.00
2025-07-21T02:00,23.7,96,29.1,0.00,0.00,0.00
2025-07-21T03:00,23.3,98,28.5,0.20,0.20,0.00
2025-07-21T04:00,23.4,97,27.5,0.10,0.10,0.00
2025-07-21T05:00,23.3,95,27.5,0.00,0.00,0.00
2025-07-21T06:00,23.6,95,28.0,0.00,0.00,0.00
2025-07-21T07:00,24.6,91,29.3,0.00,0.00,0.00
2025-07-21T08:00,26.3,80,30.6,0.00,0.00,0.00
2025-07-21T09:00,27.5,70,30.9,0.00,0.00,0.00
2025-07-21T10:00,28.5,64,32.0,0.00,0.00,0.00
2025-07-21T11:00,29.5,61,33.7,0.00,0.00,0.00
2025-07-21T12:00,30.1,60,34.7,0.10,0.10,0.00
2025-07-21T13:00,30.3,58,34.8,0.10,0.10,0.00
2025-07-21T14:00,30.7,57,35.1,0.00,0.00,0.00
2025-07-21T15:00,28.7,67,31.8,0.70,0.70,0.00
2025-07-21T16:00,27.9,70,31.9,0.30,0.30,0.00
2025-07-21T17:00,28.2,73,32.5,0.00,0.00,0.00
2025-07-21T18:00,27.4,81,32.9,0.00,0.00,0.00
2025-07-21T19:00,26.5,85,32.4,0.00,0.00,0.00
2025-07-21T20:00,25.9,87,31.0,0.00,0.00,0.00
2025-07-21T21:00,25.4,90,30.7,0.00,0.00,0.00
