latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
21.968365,78.981476,696.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm)
2025-01-24T00:00,16.6,73,16.3,0.00,0.00,0.00
2025-01-24T01:00,15.6,79,15.5,0.00,0.00,0.00
2025-01-24T02:00,15.7,79,15.4,0.00,0.00,0.00
2025-01-24T03:00,15.4,81,15.1,0.00,0.00,0.00
2025-01-24T04:00,14.9,83,14.7,0.00,0.00,0.00
2025-01-24T05:00,14.8,82,14.0,0.00,0.00,0.00
2025-01-24T06:00,14.2,88,13.9,0.00,0.00,0.00
2025-01-24T07:00,14.6,87,13.8,0.00,0.00,0.00
2025-01-24T08:00,17.5,77,17.1,0.00,0.00,0.00
2025-01-24T09:00,20.9,66,21.1,0.00,0.00,0.00
2025-01-24T10:00,23.3,56,23.6,0.00,0.00,0.00
2025-01-24T11:00,24.6,51,26.1,0.00,0.00,0.00
2025-01-24T12:00,25.6,49,27.8,0.00,0.00,0.00
2025-01-24T13:00,26.2,48,28.4,0.00,0.00,0.00
2025-01-24T14:00,26.9,44,28.5,0.00,0.00,0.00
2025-01-24T15:00,27.1,40,27.5,0.00,0.00,0.00
2025-01-24T16:00,26.8,39,26.8,0.00,0.00,0.00
2025-01-24T17:00,24.5,54,25.1,0.00,0.00,0.00
2025-01-24T18:00,22.1,61,23.1,0.00,0.00,0.00
2025-01-24T19:00,20.9,65,20.1,0.00,0.00,0.00
2025-01-24T20:00,20.0,69,19.4,0.00,0.00,0.00
2025-01-24T21:00,18.9,73,18.2,0.00,0.00,0.00
2025-01-24T22:00,18.1,77,17.7,0.00,0.00,0.00
2025-01-24T23:00,17.2,82,17.1,0.00,0.00,0.00
2025-01-25T00:00,16.8,83,16.5,0.00,0.00,0.00
2025-01-25T01:00,16.3,84,15.8,0.00,0.00,0.00
2025-01-25T02:00,15.5,87,14.7,0.00,0.00,0.00
2025-01-25T03:00,14.9,89,14.0,0.00,0.00,0.00
2025-01-25T04:00,14.4,90,13.5,0.00,0.00,0.00
2025-01-25T05:00,14.0,89,13.3,0.00,0.00,0.00
2025-01-25T06:00,13.5,93,13.0,0.00,0.00,0.00
2025-01-25T07:00,13.9,89,13.0,0.00,0.00,0.00
2025-01-25T08:00,16.5,78,15.9,0.00,0.00,0.00
2025-01-25T09:00,19.8,65,19.5,0.00,0.00,0.00
2025-01-25T10:00,22.4,57,22.6,0.00,0.00,0.00
2025-01-25T11:00,24.1,53,25.8,0.00,0.00,0.00
2025-01-25T12:00,25.3,51,27.5,0.00,0.00,0.00
2025-01-25T13:00,26.1,48,28.3,0.00,0.00,0.00
2025-01-25T14:00,27.1,44,28.4,0.00,0.00,0.00
2025-01-25T15:00,27.6,40,27.6,0.00,0.00,0.00
2025-01-25T16:00,27.3,37,26.6,0.00,0.00,0.00
2025-01-25T17:00,24.8,52,25.8,0.00,0.00,0.00
2025-01-25T18:00,22.0,63,23.0,0.00,0.00,0.00
2025-01-25T19:00,20.5,59,20.5,0.00,0.00,0.00
2025-01-25T20:00,19.4,61,18.4,0.00,0.00,0.00
2025-01-25T21:00,18.2,69,17.4,0.00,0.00,0.00
2025-01-25T22:00,17.7,72,16.8,0.00,0.00,0.00
2025-01-25T23:00,17.1,75,16.3,0.00,0.00,0.00
2025-01-26T00:00,16.2,80,15.7,0.00,0.00,0.00
2025-01-26T01:00,15.2,85,14.6,0.00,0.00,0.00
2025-01-26T02:00,14.4,87,13.6,0.00,0.00,0.00
2025-01-26T03:00,13.6,89,12.8,0.00,0.00,0.00
2025-01-26T04:00,13.1,89,12.1,0.00,0.00,0.00
2025-01-26T05:00,12.8,89,11.8,0.00,0.00,0.00
2025-01-26T06:00,12.6,91,11.9,0.00,0.00,0.00
2025-01-26T07:00,13.3,86,12.5,0.00,0.00,0.00
2025-01-26T08:00,16.3,74,15.8,0.00,0.00,0.00
2025-01-26T09:00,19.5,61,19.2,0.00,0.00,0.00
2025-01-26T10:00,22.2,52,22.1,0.00,0.00,0.00
2025-01-26T11:00,24.0,47,25.3,0.00,0.00,0.00
2025-01-26T12:00,25.5,44,27.3,0.00,0.00,0.00
2025-01-26T13:00,27.0,36,27.8,0.00,0.00,0.00
2025-01-26T14:00,27.9,27,26.7,0.00,0.00,0.00
2025-01-26T15:00,27.6,26,24.9,0.00,0.00,0.00
2025-01-26T16:00,26.6,27,23.9,0.00,0.00,0.00
2025-01-26T17:00,23.9,36,22.1,0.00,0.00,0.00
2025-01-26T18:00,21.2,50,19.6,0.00,0.00,0.00
2025-01-26T19:00,20.0,50,17.9,0.00,0.00,0.00
2025-01-26T20:00,18.2,55,16.9,0.00,0.00,0.00
2025-01-26T21:00,17.1,60,15.5,0.00,0.00,0.00
2025-01-26T22:00,16.4,63,15.0,0.00,0.00,0.00
2025-01-26T23:00,15.8,66,14.4,0.00,0.00,0.00
2025-01-27T00:00,14.8,69,13.2,0.00,0.00,0.00
2025-01-27T01:00,13.9,71,12.5,0.00,0.00,0.00
2025-01-27T02:00,13.2,72,11.8,0.00,0.00,0.00
2025-01-27T03:00,12.8,72,11.2,0.00,0.00,0.00
2025-01-27T04:00,12.7,71,10.9,0.00,0.00,0.00
2025-01-27T05:00,12.6,70,10.8,0.00,0.00,0.00
2025-01-27T06:00,12.3,72,10.7,0.00,0.00,0.00
2025-01-27T07:00,13.0,69,11.2,0.00,0.00,0.00
2025-01-27T08:00,16.7,58,15.1,0.00,0.00,0.00
2025-01-27T09:00,19.9,50,18.8,0.00,0.00,0.00
2025-01-27T10:00,22.8,41,21.9,0.00,0.00,0.00
2025-01-27T11:00,24.7,38,24.9,0.00,0.00,0.00
2025-01-27T12:00,26.2,35,26.7,0.00,0.00,0.00
2025-01-27T13:00,27.1,31,27.3,0.00,0.00,0.00
2025-01-27T14:00,27.5,30,27.1,0.00,0.00,0.00
2025-01-27T15:00,27.5,30,26.1,0.00,0.00,0.00
2025-01-27T16:00,27.0,31,25.7,0.00,0.00,0.00
2025-01-27T17:00,24.4,48,24.5,0.00,0.00,0.00
2025-01-27T18:00,21.3,42,19.7,0.00,0.00,0.00
2025-01-27T19:00,19.1,45,17.3,0.00,0.00,0.00
2025-01-27T20:00,17.7,51,16.1,0.00,0.00,0.00
2025-01-27T21:00,16.7,55,14.9,0.00,0.00,0.00
2025-01-27T22:00,16.3,56,14.3,0.00,0.00,0.00
2025-01-27T23:00,15.5,59,13.6,0.00,0.00,0.00
2025-01-28T00:00,14.5,64,12.6,0.00,0.00,0.00
2025-01-28T01:00,13.8,66,12.1,0.00,0.00,0.00
2025-01-28T02:00,13.6,65,11.7,0.00,0.00,0.00
2025-01-28T03:00,13.4,65,11.5,0.00,0.00,0.00
2025-01-28T04:00,13.1,66,11.3,0.00,0.00,0.00
2025-01-28T05:00,12.6,68,11.1,0.00,0.00,0.00
2025-01-28T06:00,12.8,66,11.3,0.00,0.00,0.00
2025-01-28T07:00,13.5,64,11.6,0.00,0.00,0.00
2025-01-28T08:00,16.9,55,15.1,0.00,0.00,0.00
2025-01-28T09:00,20.6,45,19.0,0.00,0.00,0.00
2025-01-28T10:00,23.2,39,22.0,0.00,0.00,0.00
2025-01-28T11:00,24.9,38,25.5,0.00,0.00,0.00
2025-01-28T12:00,26.1,38,27.3,0.00,0.00,0.00
2025-01-28T13:00,26.9,38,28.1,0.00,0.00,0.00
2025-01-28T14:00,27.5,36,28.0,0.00,0.00,0.00
2025-01-28T15:00,27.6,35,27.1,0.00,0.00,0.00
2025-01-28T16:00,27.1,36,26.4,0.00,0.00,0.00
2025-01-28T17:00,24.3,53,24.4,0.00,0.00,0.00
2025-01-28T18:00,21.6,54,21.2,0.00,0.00,0.00
2025-01-28T19:00,21.5,53,21.3,0.00,0.00,0.00
2025-01-28T20:00,20.6,56,20.8,0.00,0.00,0.00
2025-01-28T21:00,18.4,60,17.2,0.00,0.00,0.00
2025-01-28T22:00,17.1,57,16.0,0.00,0.00,0.00
2025-01-28T23:00,17.0,52,15.1,0.00,0.00,0.00
2025-01-29T00:00,16.3,51,14.4,0.00,0.00,0.00
2025-01-29T01:00,16.0,51,14.2,0.00,0.00,0.00
2025-01-29T02:00,16.1,50,14.6,0.00,0.00,0.00
2025-01-29T03:00,16.0,49,14.4,0.00,0.00,0.00
2025-01-29T04:00,15.7,50,14.1,0.00,0.00,0.00
2025-01-29T05:00,15.9,51,14.7,0.00,0.00,0.00
2025-01-29T06:00,16.2,60,15.7,0.00,0.00,0.00
2025-01-29T07:00,16.8,66,16.8,0.00,0.00,0.00
2025-01-29T08:00,19.5,62,20.0,0.00,0.00,0.00
2025-01-29T09:00,22.4,56,22.5,0.00,0.00,0.00
2025-01-29T10:00,24.4,54,24.4,0.00,0.00,0.00
2025-01-29T11:00,25.9,50,26.2,0.00,0.00,0.00
2025-01-29T12:00,27.0,46,27.4,0.00,0.00,0.00
2025-01-29T13:00,27.6,44,28.2,0.00,0.00,0.00
2025-01-29T14:00,27.9,44,28.3,0.00,0.00,0.00
2025-01-29T15:00,27.8,45,27.8,0.00,0.00,0.00
2025-01-29T16:00,27.5,46,27.7,0.00,0.00,0.00
2025-01-29T17:00,25.8,55,26.5,0.00,0.00,0.00
2025-01-29T18:00,23.2,64,24.2,0.00,0.00,0.00
2025-01-29T19:00,21.9,69,23.0,0.00,0.00,0.00
2025-01-29T20:00,21.6,69,22.7,0.00,0.00,0.00
2025-01-29T21:00,21.2,69,22.0,0.00,0.00,0.00
2025-01-29T22:00,20.3,72,21.2,0.00,0.00,0.00
2025-01-29T23:00,19.4,74,20.4,0.00,0.00,0.00
2025-01-30T00:00,18.7,77,19.3,0.00,0.00,0.00
2025-01-30T01:00,18.4,79,19.0,0.00,0.00,0.00
2025-01-30T02:00,18.4,78,18.8,0.00,0.00,0.00
2025-01-30T03:00,18.4,77,18.6,0.00,0.00,0.00
2025-01-30T04:00,18.5,76,18.6,0.00,0.00,0.00
2025-01-30T05:00,18.2,77,18.4,0.00,0.00,0.00
2025-01-30T06:00,17.7,79,18.0,0.00,0.00,0.00
2025-01-30T07:00,18.3,77,18.6,0.00,0.00,0.00
2025-01-30T08:00,21.3,68,21.8,0.00,0.00,0.00
2025-01-30T09:00,24.0,58,24.3,0.00,0.00,0.00
2025-01-30T10:00,25.9,51,25.7,0.00,0.00,0.00
2025-01-30T11:00,27.5,46,28.1,0.00,0.00,0.00
2025-01-30T12:00,28.5,43,29.4,0.00,0.00,0.00
2025-01-30T13:00,29.2,40,29.9,0.00,0.00,0.00
2025-01-30T14:00,29.8,36,29.8,0.00,0.00,0.00
2025-01-30T15:00,30.0,31,28.4,0.00,0.00,0.00
2025-01-30T16:00,28.8,31,26.3,0.00,0.00,0.00
2025-01-30T17:00,26.6,36,24.9,0.00,0.00,0.00
2025-01-30T18:00,24.0,43,23.0,0.00,0.00,0.00
2025-01-30T19:00,21.7,55,21.6,0.00,0.00,0.00
2025-01-30T20:00,20.7,60,20.6,0.00,0.00,0.00
2025-01-30T21:00,20.7,59,19.9,0.00,0.00,0.00
2025-01-30T22:00,20.4,60,19.2,0.00,0.00,0.00
2025-01-30T23:00,19.8,59,18.2,0.00,0.00,0.00
2025-01-31T00:00,19.2,55,17.4,0.00,0.00,0.00
2025-01-31T01:00,18.4,47,16.4,0.00,0.00,0.00
2025-01-31T02:00,17.7,43,15.4,0.00,0.00,0.00
2025-01-31T03:00,17.8,37,15.2,0.00,0.00,0.00
2025-01-31T04:00,17.5,36,14.9,0.00,0.00,0.00
2025-01-31T05:00,16.8,40,14.6,0.00,0.00,0.00
2025-01-31T06:00,15.9,46,13.9,0.00,0.00,0.00
2025-01-31T07:00,16.3,47,14.4,0.00,0.00,0.00
2025-01-31T08:00,19.1,49,17.8,0.00,0.00,0.00
2025-01-31T09:00,22.9,37,22.0,0.00,0.00,0.00
2025-01-31T10:00,25.4,33,24.4,0.00,0.00,0.00
2025-01-31T11:00,26.9,30,26.2,0.00,0.00,0.00
2025-01-31T12:00,28.0,29,27.4,0.00,0.00,0.00
2025-01-31T13:00,28.7,30,28.0,0.00,0.00,0.00
2025-01-31T14:00,28.7,31,27.7,0.00,0.00,0.00
2025-01-31T15:00,28.5,33,26.9,0.00,0.00,0.00
2025-01-31T16:00,28.0,34,26.5,0.00,0.00,0.00
2025-01-31T17:00,26.2,43,25.5,0.00,0.00,0.00
2025-01-31T18:00,23.5,54,23.4,0.00,0.00,0.00
2025-01-31T19:00,22.5,53,22.1,0.00,0.00,0.00
2025-01-31T20:00,21.9,50,20.9,0.00,0.00,0.00
2025-01-31T21:00,20.9,54,20.1,0.00,0.00,0.00
2025-01-31T22:00,19.8,59,18.9,0.00,0.00,0.00
2025-01-31T23:00,19.0,64,18.6,0.00,0.00,0.00
2025-02-01T00:00,18.0,69,17.9,0.00,0.00,0.00
2025-02-01T01:00,17.3,73,17.4,0.00,0.00,0.00
2025-02-01T02:00,17.2,73,17.0,0.00,0.00,0.00
2025-02-01T03:00,16.8,74,16.5,0.00,0.00,0.00
2025-02-01T04:00,16.3,75,16.1,0.00,0.00,0.00
2025-02-01T05:00,16.0,76,15.7,0.00,0.00,0.00
2025-02-01T06:00,16.8,75,17.4,0.00,0.00,0.00
2025-02-01T07:00,18.2,70,18.9,0.00,0.00,0.00
2025-02-01T08:00,21.2,61,21.7,0.00,0.00,0.00
2025-02-01T09:00,23.8,56,24.4,0.00,0.00,0.00
2025-02-01T10:00,25.7,51,26.3,0.00,0.00,0.00
2025-02-01T11:00,27.2,44,27.7,0.00,0.00,0.00
2025-02-01T12:00,28.2,39,27.9,0.00,0.00,0.00
2025-02-01T13:00,28.6,38,27.9,0.00,0.00,0.00
2025-02-01T14:00,28.8,38,28.1,0.00,0.00,0.00
2025-02-01T15:00,29.0,37,27.6,0.00,0.00,0.00
2025-02-01T16:00,28.5,37,27.0,0.00,0.00,0.00
2025-02-01T17:00,26.9,42,26.6,0.00,0.00,0.00
2025-02-01T18:00,23.9,51,23.9,0.00,0.00,0.00
2025-02-01T19:00,23.1,50,22.6,0.00,0.00,0.00
2025-02-01T20:00,22.2,51,21.6,0.00,0.00,0.00
2025-02-01T21:00,20.6,57,19.8,0.00,0.00,0.00
2025-02-01T22:00,19.3,71,19.4,0.00,0.00,0.00
2025-02-01T23:00,19.0,74,19.1,0.00,0.00,0.00
2025-02-02T00:00,18.2,76,18.6,0.00,0.00,0.00
2025-02-02T01:00,18.0,75,18.0,0.00,0.00,0.00
2025-02-02T02:00,17.9,74,17.5,0.00,0.00,0.00
2025-02-02T03:00,17.4,74,17.0,0.00,0.00,0.00
2025-02-02T04:00,16.7,74,16.3,0.00,0.00,0.00
2025-02-02T05:00,16.3,72,15.8,0.00,0.00,0.00
2025-02-02T06:00,16.1,71,15.7,0.00,0.00,0.00
2025-02-02T07:00,16.8,67,15.9,0.00,0.00,0.00
2025-02-02T08:00,19.8,56,19.1,0.00,0.00,0.00
2025-02-02T09:00,23.1,47,22.6,0.00,0.00,0.00
2025-02-02T10:00,25.3,45,25.2,0.00,0.00,0.00
2025-02-02T11:00,26.5,45,27.7,0.00,0.00,0.00
2025-02-02T12:00,27.5,44,29.2,0.00,0.00,0.00
2025-02-02T13:00,28.4,40,29.8,0.00,0.00,0.00
2025-02-02T14:00,29.0,37,29.4,0.00,0.00,0.00
2025-02-02T15:00,29.0,36,28.1,0.00,0.00,0.00
2025-02-02T16:00,28.4,38,27.8,0.00,0.00,0.00
2025-02-02T17:00,26.7,47,27.0,0.00,0.00,0.00
2025-02-02T18:00,24.8,50,24.8,0.00,0.00,0.00
2025-02-02T19:00,23.5,53,23.5,0.00,0.00,0.00
2025-02-02T20:00,22.3,59,21.6,0.00,0.00,0.00
2025-02-02T21:00,21.4,63,20.9,0.00,0.00,0.00
2025-02-02T22:00,20.5,65,20.0,0.00,0.00,0.00
2025-02-02T23:00,19.9,66,19.5,0.00,0.00,0.00
2025-02-03T00:00,19.6,66,19.1,0.00,0.00,0.00
2025-02-03T01:00,19.0,67,18.6,0.00,0.00,0.00
2025-02-03T02:00,18.2,70,18.0,0.00,0.00,0.00
2025-02-03T03:00,17.5,72,17.4,0.00,0.00,0.00
2025-02-03T04:00,17.5,71,17.3,0.00,0.00,0.00
2025-02-03T05:00,17.3,71,17.1,0.00,0.00,0.00
2025-02-03T06:00,17.3,71,17.1,0.00,0.00,0.00
2025-02-03T07:00,17.9,69,17.8,0.00,0.00,0.00
2025-02-03T08:00,21.2,63,21.7,0.00,0.00,0.00
2025-02-03T09:00,24.6,51,25.7,0.00,0.00,0.00
2025-02-03T10:00,26.9,46,27.4,0.00,0.00,0.00
2025-02-03T11:00,28.4,42,29.1,0.00,0.00,0.00
2025-02-03T12:00,29.3,39,30.0,0.00,0.00,0.00
2025-02-03T13:00,29.7,38,30.4,0.00,0.00,0.00
2025-02-03T14:00,29.8,38,30.4,0.00,0.00,0.00
2025-02-03T15:00,29.8,38,29.5,0.00,0.00,0.00
2025-02-03T16:00,29.3,39,29.0,0.00,0.00,0.00
2025-02-03T17:00,27.6,47,28.1,0.00,0.00,0.00
2025-02-03T18:00,25.0,54,25.6,0.00,0.00,0.00
2025-02-03T19:00,23.8,57,24.4,0.00,0.00,0.00
2025-02-03T20:00,23.8,57,25.0,0.00,0.00,0.00
2025-02-03T21:00,22.2,60,22.9,0.00,0.00,0.00
2025-02-03T22:00,21.0,66,21.6,0.00,0.00,0.00
2025-02-03T23:00,20.8,67,21.7,0.00,0.00,0.00
2025-02-04T00:00,20.1,71,21.1,0.00,0.00,0.00
2025-02-04T01:00,19.2,75,20.0,0.00,0.00,0.00
2025-02-04T02:00,18.7,77,19.4,0.00,0.00,0.00
2025-02-04T03:00,18.5,78,19.0,0.00,0.00,0.00
2025-02-04T04:00,18.1,79,18.6,0.00,0.00,0.00
2025-02-04T05:00,18.0,79,18.6,0.00,0.00,0.00
2025-02-04T06:00,18.4,78,19.6,0.00,0.00,0.00
2025-02-04T07:00,19.7,74,21.2,0.00,0.00,0.00
2025-02-04T08:00,22.5,65,24.1,0.00,0.00,0.00
2025-02-04T09:00,25.6,53,26.7,0.00,0.00,0.00
2025-02-04T10:00,27.8,44,27.7,0.00,0.00,0.00
2025-02-04T11:00,29.0,39,28.7,0.00,0.00,0.00
2025-02-04T12:00,29.7,36,29.5,0.00,0.00,0.00
2025-02-04T13:00,30.1,34,29.6,0.00,0.00,0.00
2025-02-04T14:00,30.2,32,29.1,0.00,0.00,0.00
2025-02-04T15:00,30.2,32,28.4,0.00,0.00,0.00
2025-02-04T16:00,29.6,31,27.6,0.00,0.00,0.00
2025-02-04T17:00,27.7,37,26.7,0.00,0.00,0.00
2025-02-04T18:00,25.3,41,24.3,0.00,0.00,0.00
2025-02-04T19:00,24.0,43,23.1,0.00,0.00,0.00
2025-02-04T20:00,23.1,46,22.2,0.00,0.00,0.00
2025-02-04T21:00,22.3,47,21.0,0.00,0.00,0.00
2025-02-04T22:00,21.6,52,20.2,0.00,0.00,0.00
2025-02-04T23:00,20.9,56,20.1,0.00,0.00,0.00
2025-02-05T00:00,19.9,61,19.7,0.00,0.00,0.00
2025-02-05T01:00,19.5,63,19.3,0.00,0.00,0.00
2025-02-05T02:00,19.1,66,18.6,0.00,0.00,0.00
2025-02-05T03:00,19.3,65,18.6,0.00,0.00,0.00
2025-02-05T04:00,19.7,62,18.5,0.00,0.00,0.00
2025-02-05T05:00,19.4,63,18.4,0.00,0.00,0.00
2025-02-05T06:00,18.4,70,17.9,0.00,0.00,0.00
2025-02-05T07:00,18.9,69,18.2,0.00,0.00,0.00
2025-02-05T08:00,22.1,60,21.8,0.00,0.00,0.00
2025-02-05T09:00,24.7,50,24.6,0.00,0.00,0.00
2025-02-05T10:00,26.8,42,27.1,0.00,0.00,0.00
2025-02-05T11:00,28.2,38,29.9,0.00,0.00,0.00
2025-02-05T12:00,29.2,34,30.8,0.00,0.00,0.00
2025-02-05T13:00,30.0,31,30.3,0.00,0.00,0.00
2025-02-05T14:00,30.2,29,28.9,0.00,0.00,0.00
2025-02-05T15:00,29.7,30,27.8,0.00,0.00,0.00
2025-02-05T16:00,29.2,31,27.6,0.00,0.00,0.00
2025-02-05T17:00,27.1,43,27.5,0.00,0.00,0.00
2025-02-05T18:00,24.9,50,25.7,0.00,0.00,0.00
2025-02-05T19:00,23.7,48,22.1,0.00,0.00,0.00
2025-02-05T20:00,22.3,61,21.3,0.00,0.00,0.00
2025-02-05T21:00,21.2,65,20.3,0.00,0.00,0.00
2025-02-05T22:00,20.8,64,19.7,0.00,0.00,0.00
2025-02-05T23:00,20.3,67,19.3,0.00,0.00,0.00
2025-02-06T00:00,19.2,73,18.6,0.00,0.00,0.00
2025-02-06T01:00,18.4,77,17.4,0.00,0.00,0.00
2025-02-06T02:00,17.8,79,16.6,0.00,0.00,0.00
2025-02-06T03:00,17.3,80,16.1,0.00,0.00,0.00
2025-02-06T04:00,16.8,82,15.6,0.00,0.00,0.00
2025-02-06T05:00,16.4,82,14.9,0.00,0.00,0.00
2025-02-06T06:00,15.6,87,14.0,0.00,0.00,0.00
2025-02-06T07:00,15.6,80,13.6,0.00,0.00,0.00
2025-02-06T08:00,17.1,64,14.5,0.00,0.00,0.00
2025-02-06T09:00,19.5,51,16.5,0.00,0.00,0.00
2025-02-06T10:00,21.9,40,18.6,0.00,0.00,0.00
2025-02-06T11:00,23.7,34,21.2,0.00,0.00,0.00
2025-02-06T12:00,25.0,32,23.1,0.00,0.00,0.00
2025-02-06T13:00,25.8,30,24.2,0.00,0.00,0.00
2025-02-06T14:00,26.1,29,24.2,0.00,0.00,0.00
2025-02-06T15:00,25.8,29,23.2,0.00,0.00,0.00
2025-02-06T16:00,25.2,30,22.4,0.00,0.00,0.00
2025-02-06T17:00,23.6,32,20.8,0.00,0.00,0.00
2025-02-06T18:00,21.1,37,18.2,0.00,0.00,0.00
2025-02-06T19:00,19.6,35,16.1,0.00,0.00,0.00
2025-02-06T20:00,18.5,36,14.7,0.00,0.00,0.00
2025-02-06T21:00,17.7,37,14.0,0.00,0.00,0.00
2025-02-06T22:00,17.2,37,13.3,0.00,0.00,0.00
2025-02-06T23:00,16.8,38,12.9,0.00,0.00,0.00
2025-02-07T00:00,16.4,40,12.3,0.00,0.00,0.00
2025-02-07T01:00,16.1,42,12.1,0.00,0.00,0.00
2025-02-07T02:00,15.7,43,11.8,0.00,0.00,0.00
2025-02-07T03:00,15.2,45,11.3,0.00,0.00,0.00
2025-02-07T04:00,14.8,46,11.1,0.00,0.00,0.00
2025-02-07T05:00,14.5,46,11.0,0.00,0.00,0.00
2025-02-07T06:00,14.8,47,11.2,0.00,0.00,0.00
2025-02-07T07:00,15.3,45,11.4,0.00,0.00,0.00
2025-02-07T08:00,17.2,42,13.2,0.00,0.00,0.00
2025-02-07T09:00,19.3,38,15.3,0.00,0.00,0.00
2025-02-07T10:00,21.4,33,17.6,0.00,0.00,0.00
2025-02-07T11:00,23.4,30,21.1,0.00,0.00,0.00
2025-02-07T12:00,24.9,30,23.8,0.00,0.00,0.00
2025-02-07T13:00,25.9,31,25.6,0.00,0.00,0.00
2025-02-07T14:00,26.4,31,26.1,0.00,0.00,0.00
2025-02-07T15:00,26.7,31,25.4,0.00,0.00,0.00
2025-02-07T16:00,26.8,31,25.3,0.00,0.00,0.00
2025-02-07T17:00,25.1,40,24.3,0.00,0.00,0.00
2025-02-07T18:00,22.2,50,21.8,0.00,0.00,0.00
2025-02-07T19:00,20.9,51,20.2,0.00,0.00,0.00
2025-02-07T20:00,19.8,42,17.3,0.00,0.00,0.00
2025-02-07T21:00,18.4,39,15.7,0.00,0.00,0.00
2025-02-07T22:00,17.7,41,15.0,0.00,0.00,0.00
2025-02-07T23:00,17.2,43,14.5,0.00,0.00,0.00
2025-02-08T00:00,16.9,45,14.2,0.00,0.00,0.00
2025-02-08T01:00,16.4,46,13.7,0.00,0.00,0.00
2025-02-08T02:00,15.9,46,13.2,0.00,0.00,0.00
2025-02-08T03:00,15.5,45,12.7,0.00,0.00,0.00
2025-02-08T04:00,15.4,43,12.2,0.00,0.00,0.00
2025-02-08T05:00,15.2,44,11.9,0.00,0.00,0.00
2025-02-08T06:00,14.7,49,11.6,0.00,0.00,0.00
2025-02-08T07:00,15.2,49,12.2,0.00,0.00,0.00
2025-02-08T08:00,17.9,44,15.5,0.00,0.00,0.00
2025-02-08T09:00,21.2,39,19.3,0.00,0.00,0.00
2025-02-08T10:00,24.1,37,23.0,0.00,0.00,0.00
2025-02-08T11:00,25.8,38,26.5,0.00,0.00,0.00
2025-02-08T12:00,27.0,37,29.1,0.00,0.00,0.00
2025-02-08T13:00,28.1,36,29.9,0.00,0.00,0.00
2025-02-08T14:00,29.1,34,29.8,0.00,0.00,0.00
2025-02-08T15:00,29.3,30,27.8,0.00,0.00,0.00
2025-02-08T16:00,28.6,29,26.2,0.00,0.00,0.00
2025-02-08T17:00,27.2,34,25.7,0.00,0.00,0.00
2025-02-08T18:00,24.0,44,23.5,0.00,0.00,0.00
2025-02-08T19:00,22.5,46,21.1,0.00,0.00,0.00
2025-02-08T20:00,21.0,46,19.3,0.00,0.00,0.00
2025-02-08T21:00,19.5,46,17.4,0.00,0.00,0.00
2025-02-08T22:00,18.7,46,16.5,0.00,0.00,0.00
2025-02-08T23:00,18.2,46,15.8,0.00,0.00,0.00
2025-02-09T00:00,17.6,47,15.2,0.00,0.00,0.00
2025-02-09T01:00,17.2,47,14.7,0.00,0.00,0.00
2025-02-09T02:00,16.7,48,14.1,0.00,0.00,0.00
2025-02-09T03:00,16.3,47,13.8,0.00,0.00,0.00
2025-02-09T04:00,16.0,46,13.5,0.00,0.00,0.00
2025-02-09T05:00,15.6,44,13.1,0.00,0.00,0.00
2025-02-09T06:00,15.2,49,13.0,0.00,0.00,0.00
2025-02-09T07:00,16.2,47,13.9,0.00,0.00,0.00
2025-02-09T08:00,19.6,39,17.4,0.00,0.00,0.00
2025-02-09T09:00,23.0,31,20.9,0.00,0.00,0.00
2025-02-09T10:00,25.4,29,24.1,0.00,0.00,0.00
2025-02-09T11:00,26.8,32,27.2,0.00,0.00,0.00
2025-02-09T12:00,27.8,33,29.2,0.00,0.00,0.00
2025-02-09T13:00,28.7,32,30.3,0.00,0.00,0.00
2025-02-09T14:00,29.4,31,30.3,0.00,0.00,0.00
2025-02-09T15:00,29.5,30,28.7,0.00,0.00,0.00
2025-02-09T16:00,28.9,30,27.4,0.00,0.00,0.00
2025-02-09T17:00,27.3,39,27.4,0.00,0.00,0.00
2025-02-09T18:00,24.0,47,23.9,0.00,0.00,0.00
2025-02-09T19:00,22.6,52,23.0,0.00,0.00,0.00
2025-02-09T20:00,21.5,52,21.0,0.00,0.00,0.00
2025-02-09T21:00,21.1,54,20.4,0.00,0.00,0.00
2025-02-09T22:00,20.1,55,19.4,0.00,0.00,0.00
2025-02-09T23:00,19.1,57,18.5,0.00,0.00,0.00
2025-02-10T00:00,19.0,57,18.2,0.00,0.00,0.00
2025-02-10T01:00,18.1,63,18.0,0.00,0.00,0.00
2025-02-10T02:00,18.3,62,18.3,0.00,0.00,0.00
2025-02-10T03:00,18.2,62,18.0,0.00,0.00,0.00
2025-02-10T04:00,17.6,65,17.4,0.00,0.00,0.00
2025-02-10T05:00,17.4,65,17.2,0.00,0.00,0.00
2025-02-10T06:00,17.2,67,17.5,0.00,0.00,0.00
2025-02-10T07:00,18.2,67,18.6,0.00,0.00,0.00
2025-02-10T08:00,21.9,54,21.7,0.00,0.00,0.00
2025-02-10T09:00,25.1,44,24.8,0.00,0.00,0.00
2025-02-10T10:00,27.0,39,26.3,0.00,0.00,0.00
2025-02-10T11:00,28.3,36,27.9,0.00,0.00,0.00
